Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	cell_line	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	GEO_Accession (exp)	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	create_date	version	Sample Name	source_name	SRA Study	day_of_differentiation
SRR11864098	RNA-Seq	75	243442350	PRJNA635600	SAMN15044940	78975272	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415923	GSM4573064	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573064	Single HEK293T cell	SRP265084	
SRR11864099	RNA-Seq	75	312686250	PRJNA635600	SAMN15044939	106104710	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415924	GSM4573065	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573065	Single HEK293T cell	SRP265084	
SRR11864100	RNA-Seq	75	414477900	PRJNA635600	SAMN15044937	145898790	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415925	GSM4573066	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:47:00Z	1	GSM4573066	Single HEK293T cell	SRP265084	
SRR11864101	RNA-Seq	75	53671800	PRJNA635600	SAMN15044936	18869675	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415926	GSM4573067	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:45:00Z	1	GSM4573067	Single HEK293T cell	SRP265084	
SRR11864102	RNA-Seq	75	457377675	PRJNA635600	SAMN15044935	155953282	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415927	GSM4573068	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:47:00Z	1	GSM4573068	Single HEK293T cell	SRP265084	
SRR11864103	RNA-Seq	75	215867100	PRJNA635600	SAMN15044934	77597953	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415928	GSM4573069	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573069	Single HEK293T cell	SRP265084	
SRR11864104	RNA-Seq	75	128566950	PRJNA635600	SAMN15044933	45240902	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415929	GSM4573070	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:45:00Z	1	GSM4573070	Single HEK293T cell	SRP265084	
SRR11864105	RNA-Seq	75	234399750	PRJNA635600	SAMN15044932	83109112	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415930	GSM4573071	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573071	Single HEK293T cell	SRP265084	
SRR11864106	RNA-Seq	75	179444625	PRJNA635600	SAMN15044931	61577041	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415931	GSM4573072	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573072	Single HEK293T cell	SRP265084	
SRR11864107	RNA-Seq	75	31056450	PRJNA635600	SAMN15044980	10936271	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415932	GSM4573073	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:45:00Z	1	GSM4573073	Single HEK293T cell	SRP265084	
SRR11864108	RNA-Seq	75	56415300	PRJNA635600	SAMN15044979	20039991	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415933	GSM4573074	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:45:00Z	1	GSM4573074	Single HEK293T cell	SRP265084	
SRR11864109	RNA-Seq	75	185204925	PRJNA635600	SAMN15044978	64579815	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415934	GSM4573075	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573075	Single HEK293T cell	SRP265084	
SRR11864110	RNA-Seq	75	223908225	PRJNA635600	SAMN15044977	79927749	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415935	GSM4573076	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573076	Single HEK293T cell	SRP265084	
SRR11864111	RNA-Seq	75	248322075	PRJNA635600	SAMN15044976	86107639	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8415936	GSM4573077	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573077	Single HEK293T cell	SRP265084	
SRR11864112	RNA-Seq	75	430607250	PRJNA635600	SAMN15044975	159722207	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413514	GSM4573078	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:47:00Z	1	GSM4573078	Single HEK293T cell	SRP265084	
SRR11864113	RNA-Seq	75	353062275	PRJNA635600	SAMN15044974	125406961	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413515	GSM4573079	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573079	Single HEK293T cell	SRP265084	
SRR11864114	RNA-Seq	75	91686225	PRJNA635600	SAMN15044973	32737332	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413516	GSM4573080	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:45:00Z	1	GSM4573080	Single HEK293T cell	SRP265084	
SRR11864115	RNA-Seq	75	400747725	PRJNA635600	SAMN15044970	146784665	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413517	GSM4573081	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573081	Single HEK293T cell	SRP265084	
SRR11864116	RNA-Seq	75	200949525	PRJNA635600	SAMN15044969	73291265	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413518	GSM4573082	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573082	Single HEK293T cell	SRP265084	
SRR11864117	RNA-Seq	75	261394275	PRJNA635600	SAMN15044968	88433615	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413519	GSM4573083	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573083	Single HEK293T cell	SRP265084	
SRR11864118	RNA-Seq	75	223443300	PRJNA635600	SAMN15044972	76738143	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413520	GSM4573084	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573084	Single HEK293T cell	SRP265084	
SRR11864119	RNA-Seq	75	403463850	PRJNA635600	SAMN15044971	131084361	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413521	GSM4573085	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573085	Single HEK293T cell	SRP265084	
SRR11864120	RNA-Seq	75	494258325	PRJNA635600	SAMN15044967	163868200	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413522	GSM4573086	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573086	Single HEK293T cell	SRP265084	
SRR11864121	RNA-Seq	75	122150175	PRJNA635600	SAMN15044966	44591050	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413523	GSM4573087	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:45:00Z	1	GSM4573087	Single HEK293T cell	SRP265084	
SRR11864122	RNA-Seq	75	15846525	PRJNA635600	SAMN15044965	5621538	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413524	GSM4573088	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:45:00Z	1	GSM4573088	Single HEK293T cell	SRP265084	
SRR11864123	RNA-Seq	75	143442000	PRJNA635600	SAMN15044964	49174689	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413525	GSM4573089	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:45:00Z	1	GSM4573089	Single HEK293T cell	SRP265084	
SRR11864124	RNA-Seq	75	238927575	PRJNA635600	SAMN15044963	84601389	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413526	GSM4573090	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573090	Single HEK293T cell	SRP265084	
SRR11864125	RNA-Seq	75	271898625	PRJNA635600	SAMN15044962	92840381	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413527	GSM4573091	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573091	Single HEK293T cell	SRP265084	
SRR11864254	RNA-Seq	75	125246025	PRJNA635600	SAMN15044961	43143033	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413528	GSM4573092	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573092	Single HEK293T cell	SRP265084	
SRR11864255	RNA-Seq	75	263260500	PRJNA635600	SAMN15044960	101437651	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8413529	GSM4573093	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573093	Single HEK293T cell	SRP265084	
SRR11864256	RNA-Seq	75	89349675	PRJNA635600	SAMN15044959	32839214	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414017	GSM4573094	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573094	Single HEK293T cell	SRP265084	
SRR11864257	RNA-Seq	75	239225775	PRJNA635600	SAMN15044958	80085043	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414018	GSM4573095	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:47:00Z	1	GSM4573095	Single HEK293T cell	SRP265084	
SRR11864258	RNA-Seq	75	234990150	PRJNA635600	SAMN15044957	76306125	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414019	GSM4573096	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573096	Single HEK293T cell	SRP265084	
SRR11864259	RNA-Seq	75	684805875	PRJNA635600	SAMN15044956	228494615	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414020	GSM4573097	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:49:00Z	1	GSM4573097	Single HEK293T cell	SRP265084	
SRR11864260	RNA-Seq	75	240032775	PRJNA635600	SAMN15044955	79836072	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414021	GSM4573098	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:47:00Z	1	GSM4573098	Single HEK293T cell	SRP265084	
SRR11864261	RNA-Seq	75	462305250	PRJNA635600	SAMN15044954	154003658	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414022	GSM4573099	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:47:00Z	1	GSM4573099	Single HEK293T cell	SRP265084	
SRR11864262	RNA-Seq	75	333601275	PRJNA635600	SAMN15044953	112145373	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414023	GSM4573100	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:47:00Z	1	GSM4573100	Single HEK293T cell	SRP265084	
SRR11864263	RNA-Seq	75	363347850	PRJNA635600	SAMN15044952	121481951	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414024	GSM4573101	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:47:00Z	1	GSM4573101	Single HEK293T cell	SRP265084	
SRR11864264	RNA-Seq	75	143445075	PRJNA635600	SAMN15044951	51518220	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414025	GSM4573102	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573102	Single HEK293T cell	SRP265084	
SRR11864265	RNA-Seq	75	99838200	PRJNA635600	SAMN15044930	34194630	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414026	GSM4573103	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573103	Single HEK293T cell	SRP265084	
SRR11864266	RNA-Seq	75	336713625	PRJNA635600	SAMN15044929	113969386	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414027	GSM4573104	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:47:00Z	1	GSM4573104	Single HEK293T cell	SRP265084	
SRR11864267	RNA-Seq	75	62907150	PRJNA635600	SAMN15044928	20863412	HEK293T cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414028	GSM4573105	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573105	Single HEK293T cell	SRP265084	
SRR11864268	RNA-Seq	75	24491925	PRJNA635600	SAMN15044927	8800468	MCF7 cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414029	GSM4573106	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573106	Single MCF7 cell	SRP265084	
SRR11864269	RNA-Seq	75	114450900	PRJNA635600	SAMN15044926	38576317	MCF7 cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414030	GSM4573107	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573107	Single MCF7 cell	SRP265084	
SRR11864270	RNA-Seq	75	42468900	PRJNA635600	SAMN15044925	14050874	MCF7 cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414031	GSM4573108	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573108	Single MCF7 cell	SRP265084	
SRR11864271	RNA-Seq	75	110528925	PRJNA635600	SAMN15044924	36791260	MCF7 cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414032	GSM4573109	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573109	Single MCF7 cell	SRP265084	
SRR11864272	RNA-Seq	75	246177750	PRJNA635600	SAMN15044923	78322526	MCF7 cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414647	GSM4573110	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:47:00Z	1	GSM4573110	Single MCF7 cell	SRP265084	
SRR11864273	RNA-Seq	75	256484700	PRJNA635600	SAMN15044920	84270953	MCF7 cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414648	GSM4573111	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:47:00Z	1	GSM4573111	Single MCF7 cell	SRP265084	
SRR11864274	RNA-Seq	75	36722925	PRJNA635600	SAMN15044919	12114386	MCF7 cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414649	GSM4573112	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573112	Single MCF7 cell	SRP265084	
SRR11864275	RNA-Seq	75	348294825	PRJNA635600	SAMN15044918	118201344	MCF7 cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414650	GSM4573113	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:47:00Z	1	GSM4573113	Single MCF7 cell	SRP265084	
SRR11864276	RNA-Seq	75	76344075	PRJNA635600	SAMN15044922	25600083	MCF7 cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414651	GSM4573114	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573114	Single MCF7 cell	SRP265084	
SRR11864277	RNA-Seq	75	67131150	PRJNA635600	SAMN15044921	21927166	MCF7 cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414652	GSM4573115	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573115	Single MCF7 cell	SRP265084	
SRR11864278	RNA-Seq	75	230327250	PRJNA635600	SAMN15044917	74187744	MCF7 cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414653	GSM4573116	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:47:00Z	1	GSM4573116	Single MCF7 cell	SRP265084	
SRR11864279	RNA-Seq	75	29031000	PRJNA635600	SAMN15044916	9583591	MCF7 cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414654	GSM4573117	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573117	Single MCF7 cell	SRP265084	
SRR11864280	RNA-Seq	75	45049125	PRJNA635600	SAMN15044915	14485049	MCF7 cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414655	GSM4573118	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573118	Single MCF7 cell	SRP265084	
SRR11864281	RNA-Seq	75	25571025	PRJNA635600	SAMN15044914	8404770	MCF7 cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414656	GSM4573119	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573119	Single MCF7 cell	SRP265084	
SRR11864282	RNA-Seq	75	28456950	PRJNA635600	SAMN15044913	9242011	MCF7 cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414657	GSM4573120	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573120	Single MCF7 cell	SRP265084	
SRR11864283	RNA-Seq	75	116396250	PRJNA635600	SAMN15044912	36822807	MCF7 cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414658	GSM4573121	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573121	Single MCF7 cell	SRP265084	
SRR11864284	RNA-Seq	75	127225650	PRJNA635600	SAMN15044911	41445581	MCF7 cell	GEO	public	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.us-east1	ncbi.public	s3.us-east-1"	SRX8414659	GSM4573122	Illumina NovaSeq 6000	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2020-06-01T00:00:00Z	2020-05-28T11:46:00Z	1	GSM4573122	Single MCF7 cell	SRP265084	
