Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date	SRR Accession
GSM4572896	Sample 329_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415323	SRX8415323	Alina Isakova	1-Jun-20	SRR11863802
GSM4572897	Sample 330_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415324	SRX8415324	Alina Isakova	1-Jun-20	SRR11863803
GSM4572898	Sample 331_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415325	SRX8415325	Alina Isakova	1-Jun-20	SRR11863804
GSM4572899	Sample 332_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415326	SRX8415326	Alina Isakova	1-Jun-20	SRR11863805
GSM4572900	Sample 333_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415327	SRX8415327	Alina Isakova	1-Jun-20	SRR11863806
GSM4572901	Sample 334_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415328	SRX8415328	Alina Isakova	1-Jun-20	SRR11863807
GSM4572902	Sample 335_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416081	SRX8416081	Alina Isakova	1-Jun-20	SRR11863808
GSM4572903	Sample 336_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416082	SRX8416082	Alina Isakova	1-Jun-20	SRR11863809
GSM4572904	Sample 337_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416083	SRX8416083	Alina Isakova	1-Jun-20	SRR11863810
GSM4572905	Sample 338_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416084	SRX8416084	Alina Isakova	1-Jun-20	SRR11863811
GSM4572906	Sample 339_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416085	SRX8416085	Alina Isakova	1-Jun-20	SRR11863812
GSM4572907	Sample 340_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416086	SRX8416086	Alina Isakova	1-Jun-20	SRR11863813
GSM4572908	Sample 341_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416087	SRX8416087	Alina Isakova	1-Jun-20	SRR11863814
GSM4572909	Sample 342_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416088	SRX8416088	Alina Isakova	1-Jun-20	SRR11863815
GSM4572910	Sample 343_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416089	SRX8416089	Alina Isakova	1-Jun-20	SRR11863816
GSM4572911	Sample 344_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416090	SRX8416090	Alina Isakova	1-Jun-20	SRR11863817
GSM4572912	Sample 345_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416091	SRX8416091	Alina Isakova	1-Jun-20	SRR11863818
GSM4572913	Sample 346_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416092	SRX8416092	Alina Isakova	1-Jun-20	SRR11863819
GSM4572914	Sample 347_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416093	SRX8416093	Alina Isakova	1-Jun-20	SRR11863820
GSM4572915	Sample 348_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416094	SRX8416094	Alina Isakova	1-Jun-20	SRR11863821
GSM4572916	Sample 349_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416095	SRX8416095	Alina Isakova	1-Jun-20	SRR11863822
GSM4572917	Sample 350_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8416096	SRX8416096	Alina Isakova	1-Jun-20	SRR11863823
GSM4572918	Sample 351_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413834	SRX8413834	Alina Isakova	1-Jun-20	SRR11863824
GSM4572919	Sample 352_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413835	SRX8413835	Alina Isakova	1-Jun-20	SRR11863825
GSM4572920	Sample 353_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413836	SRX8413836	Alina Isakova	1-Jun-20	SRR11863826
GSM4572921	Sample 354_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413837	SRX8413837	Alina Isakova	1-Jun-20	SRR11863827
GSM4572922	Sample 355_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413838	SRX8413838	Alina Isakova	1-Jun-20	SRR11863828
GSM4572923	Sample 356_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413839	SRX8413839	Alina Isakova	1-Jun-20	SRR11863829
GSM4572924	Sample 357_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413840	SRX8413840	Alina Isakova	1-Jun-20	SRR11863830
GSM4572925	Sample 358_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413842	SRX8413842	Alina Isakova	1-Jun-20	SRR11863831
GSM4572926	Sample 359_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413843	SRX8413843	Alina Isakova	1-Jun-20	SRR11863832
GSM4572927	Sample 360_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413844	SRX8413844	Alina Isakova	1-Jun-20	SRR11863833
GSM4572928	Sample 361_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413845	SRX8413845	Alina Isakova	1-Jun-20	SRR11863834
GSM4572929	Sample 362_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413846	SRX8413846	Alina Isakova	1-Jun-20	SRR11863835
GSM4572930	Sample 363_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413847	SRX8413847	Alina Isakova	1-Jun-20	SRR11863836
GSM4572931	Sample 364_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413848	SRX8413848	Alina Isakova	1-Jun-20	SRR11863837
GSM4572932	Sample 365_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413849	SRX8413849	Alina Isakova	1-Jun-20	SRR11863838
GSM4572933	Sample 366_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413850	SRX8413850	Alina Isakova	1-Jun-20	SRR11863839
GSM4572934	Sample 367_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414357	SRX8414357	Alina Isakova	1-Jun-20	SRR11863840
GSM4572935	Sample 368_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414358	SRX8414358	Alina Isakova	1-Jun-20	SRR11863841
GSM4572936	Sample 369_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414359	SRX8414359	Alina Isakova	1-Jun-20	SRR11863842
GSM4572937	Sample 370_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414360	SRX8414360	Alina Isakova	1-Jun-20	SRR11863843
GSM4572938	Sample 371_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414361	SRX8414361	Alina Isakova	1-Jun-20	SRR11863844
GSM4572939	Sample 372_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414362	SRX8414362	Alina Isakova	1-Jun-20	SRR11863845
GSM4572940	Sample 373_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414363	SRX8414363	Alina Isakova	1-Jun-20	SRR11863846
GSM4572941	Sample 374_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414364	SRX8414364	Alina Isakova	1-Jun-20	SRR11863847
GSM4572942	Sample 375_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414365	SRX8414365	Alina Isakova	1-Jun-20	SRR11863848
GSM4572943	Sample 376_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414366	SRX8414366	Alina Isakova	1-Jun-20	SRR11863849
GSM4572944	Sample 377_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414367	SRX8414367	Alina Isakova	1-Jun-20	SRR11863850
GSM4572945	Sample 378_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414368	SRX8414368	Alina Isakova	1-Jun-20	SRR11863851
GSM4572946	Sample 379_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414369	SRX8414369	Alina Isakova	1-Jun-20	SRR11863852
GSM4572947	Sample 380_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414370	SRX8414370	Alina Isakova	1-Jun-20	SRR11863853
GSM4572948	Sample 381_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414371	SRX8414371	Alina Isakova	1-Jun-20	SRR11863854
GSM4572949	Sample 382_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414372	SRX8414372	Alina Isakova	1-Jun-20	SRR11863855
GSM4572950	Sample 383_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414929	SRX8414929	Alina Isakova	1-Jun-20	SRR11863856
GSM4572951	Sample 384_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414930	SRX8414930	Alina Isakova	1-Jun-20	SRR11863857
GSM4572952	Sample 385_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414931	SRX8414931	Alina Isakova	1-Jun-20	SRR11863858
GSM4572953	Sample 386_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414932	SRX8414932	Alina Isakova	1-Jun-20	SRR11863859
GSM4572954	Sample 387_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414933	SRX8414933	Alina Isakova	1-Jun-20	SRR11863860
GSM4572955	Sample 388_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414934	SRX8414934	Alina Isakova	1-Jun-20	SRR11863861
GSM4572956	Sample 389_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414935	SRX8414935	Alina Isakova	1-Jun-20	SRR11863862
GSM4572957	Sample 390_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414936	SRX8414936	Alina Isakova	1-Jun-20	SRR11863863
GSM4572958	Sample 391_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414937	SRX8414937	Alina Isakova	1-Jun-20	SRR11863864
GSM4572959	Sample 392_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414938	SRX8414938	Alina Isakova	1-Jun-20	SRR11863865
GSM4572960	Sample 393_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414939	SRX8414939	Alina Isakova	1-Jun-20	SRR11863866
GSM4572961	Sample 394_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414940	SRX8414940	Alina Isakova	1-Jun-20	SRR11863867
GSM4572962	Sample 395_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414941	SRX8414941	Alina Isakova	1-Jun-20	SRR11863868
GSM4572963	Sample 396_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414942	SRX8414942	Alina Isakova	1-Jun-20	SRR11863869
GSM4572964	Sample 397_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414943	SRX8414943	Alina Isakova	1-Jun-20	SRR11863998
GSM4572965	Sample 398_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414944	SRX8414944	Alina Isakova	1-Jun-20	SRR11863999
GSM4572966	Sample 399_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415505	SRX8415505	Alina Isakova	1-Jun-20	SRR11864000
GSM4572967	Sample 400_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415506	SRX8415506	Alina Isakova	1-Jun-20	SRR11864001
GSM4572968	Sample 401_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415507	SRX8415507	Alina Isakova	1-Jun-20	SRR11864002
GSM4572969	Sample 402_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415508	SRX8415508	Alina Isakova	1-Jun-20	SRR11864003
GSM4572970	Sample 403_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415509	SRX8415509	Alina Isakova	1-Jun-20	SRR11864004
GSM4572971	Sample 404_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415510	SRX8415510	Alina Isakova	1-Jun-20	SRR11864005
GSM4572972	Sample 405_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415511	SRX8415511	Alina Isakova	1-Jun-20	SRR11864006
GSM4572973	Sample 406_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415512	SRX8415512	Alina Isakova	1-Jun-20	SRR11864007
GSM4572974	Sample 407_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415513	SRX8415513	Alina Isakova	1-Jun-20	SRR11864008
GSM4572975	Sample 408_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415514	SRX8415514	Alina Isakova	1-Jun-20	SRR11864009
GSM4572976	Sample 409_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415515	SRX8415515	Alina Isakova	1-Jun-20	SRR11864010
GSM4572977	Sample 410_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415516	SRX8415516	Alina Isakova	1-Jun-20	SRR11864011
GSM4572978	Sample 411_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415517	SRX8415517	Alina Isakova	1-Jun-20	SRR11864012
GSM4572979	Sample 412_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415518	SRX8415518	Alina Isakova	1-Jun-20	SRR11864013
GSM4572980	Sample 413_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415519	SRX8415519	Alina Isakova	1-Jun-20	SRR11864014
GSM4572981	Sample 414_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415520	SRX8415520	Alina Isakova	1-Jun-20	SRR11864015
GSM4572982	Sample 415_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415905	SRX8415905	Alina Isakova	1-Jun-20	SRR11864016
GSM4572983	Sample 416_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415906	SRX8415906	Alina Isakova	1-Jun-20	SRR11864017
GSM4572984	Sample 417_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415907	SRX8415907	Alina Isakova	1-Jun-20	SRR11864018
GSM4572985	Sample 418_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415908	SRX8415908	Alina Isakova	1-Jun-20	SRR11864019
GSM4572986	Sample 419_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415909	SRX8415909	Alina Isakova	1-Jun-20	SRR11864020
GSM4572987	Sample 420_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415910	SRX8415910	Alina Isakova	1-Jun-20	SRR11864021
GSM4572988	Sample 421_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415911	SRX8415911	Alina Isakova	1-Jun-20	SRR11864022
GSM4572989	Sample 422_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415912	SRX8415912	Alina Isakova	1-Jun-20	SRR11864023
GSM4572990	Sample 423_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415913	SRX8415913	Alina Isakova	1-Jun-20	SRR11864024
GSM4572991	Sample 424_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415914	SRX8415914	Alina Isakova	1-Jun-20	SRR11864025
GSM4572992	Sample 425_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415915	SRX8415915	Alina Isakova	1-Jun-20	SRR11864026
GSM4572993	Sample 426_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415916	SRX8415916	Alina Isakova	1-Jun-20	SRR11864027
GSM4572994	Sample 427_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415917	SRX8415917	Alina Isakova	1-Jun-20	SRR11864028
GSM4572995	Sample 428_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415918	SRX8415918	Alina Isakova	1-Jun-20	SRR11864029
GSM4572996	Sample 429_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415919	SRX8415919	Alina Isakova	1-Jun-20	SRR11864030
GSM4572997	Sample 430_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415920	SRX8415920	Alina Isakova	1-Jun-20	SRR11864031
GSM4572998	Sample 431_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413610	SRX8413610	Alina Isakova	1-Jun-20	SRR11864032
GSM4572999	Sample 432_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413611	SRX8413611	Alina Isakova	1-Jun-20	SRR11864033
GSM4573000	Sample 433_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413612	SRX8413612	Alina Isakova	1-Jun-20	SRR11864034
GSM4573001	Sample 434_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413613	SRX8413613	Alina Isakova	1-Jun-20	SRR11864035
GSM4573002	Sample 435_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413614	SRX8413614	Alina Isakova	1-Jun-20	SRR11864036
GSM4573003	Sample 436_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413615	SRX8413615	Alina Isakova	1-Jun-20	SRR11864037
GSM4573004	Sample 437_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413616	SRX8413616	Alina Isakova	1-Jun-20	SRR11864038
GSM4573005	Sample 438_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413617	SRX8413617	Alina Isakova	1-Jun-20	SRR11864039
GSM4573006	Sample 439_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413618	SRX8413618	Alina Isakova	1-Jun-20	SRR11864040
GSM4573007	Sample 440_Single HEK293T cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413619	SRX8413619	Alina Isakova	1-Jun-20	SRR11864041
